Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
"Suraj Hua Maddham (From ""Kabhi Khushi Kabhie Gham"")","Sandesh Shandilya, Sonu Nigam, Alka Yagnik",Sonu Nigam: Best of Me,6t6xffp18j87wZRLXOwHa7,2bTOQ3zfHVDEBX9ffy3JzR,49,2011-12-16,427547,False,https://open.spotify.com/track/2bTOQ3zfHVDEBX9ffy3JzR,0.633,0.691,5,-5.851,1,0.0557,0.329,0.000211,0.134,0.57,80.002
"Satarangi Re (From ""Dil Se"")","Sonu Nigam, Kavita Krishnamurthy",Bollywood's Musical Extravaganza - Sonu Nigam & Sukhwinder Singh,5pfd8NzcyP0hwJB9aaDGRv,75IJNS71OfZjR2LazDx9Jr,33,2016-07-01,445520,False,https://open.spotify.com/track/75IJNS71OfZjR2LazDx9Jr,0.695,0.504,3,-14.057,0,0.115,0.0944,0.0,0.269,0.345,91.022
"Rehnaa Hai Tere Dil Mein - From ""Rehnaa Hai Tere Dil Mein""","Sonu Nigam, Kavita Krishnamurthy",The Versatile,4q86cdox8sxHKTrrUnBKNu,1rLDs5JpyNTKyGxw3Qj6b1,0,2013-11-01,307373,False,https://open.spotify.com/track/1rLDs5JpyNTKyGxw3Qj6b1,0.789,0.583,9,-10.975,0,0.0536,0.285,0.0,0.062,0.885,100.019
"Shukran Allah (From ""Kurbaan"")","Salim–Sulaiman, Sonu Nigam, Shreya Ghoshal, Salim Merchant",Sonu Nigam: Best of Me,6t6xffp18j87wZRLXOwHa7,2NLV2sSMKbHYyqezZiqXj0,26,2011-12-16,290053,False,https://open.spotify.com/track/2NLV2sSMKbHYyqezZiqXj0,0.432,0.695,1,-8.022,1,0.111,0.732,0.0014,0.274,0.513,116.153
"Soniyo (From ""RAAZ - The Mystery Continues"")","Raju Singh, Sonu Nigam, Shreya Ghoshal",Sonu Nigam: Best of Me,6t6xffp18j87wZRLXOwHa7,71TviT2jdZnp2758ljwREX,49,2011-12-16,328440,False,https://open.spotify.com/track/71TviT2jdZnp2758ljwREX,0.637,0.591,9,-6.117,1,0.0342,0.504,3.29e-06,0.135,0.48,119.956
"Abhi Mujh Mein Kahin (From ""Agneepath"")","Ajay-Atul, Sonu Nigam",Sonu Nigam: Best of Me,6t6xffp18j87wZRLXOwHa7,4quTMPVyQ8cFbDPlzGE3Iv,32,2011-12-16,364787,False,https://open.spotify.com/track/4quTMPVyQ8cFbDPlzGE3Iv,0.334,0.387,2,-9.483,1,0.0332,0.755,3.94e-05,0.113,0.42,129.959
Nagada Sang Dhol,"Shreya Ghoshal, Osman Mir",Ram-Leela (Original Motion Picture Soundtrack),4He2rBGaA8eNUvB3B9QRYK,4ila6GeGBPGmJTGRoHOV5E,0,2013-10-01,273319,False,https://open.spotify.com/track/4ila6GeGBPGmJTGRoHOV5E,0.73,0.944,3,-3.48,0,0.164,0.266,0.00443,0.0354,0.657,113.309
,,,1fkasXpHNnNfgs3iByPoQc,7IP72Pw6reOTDZrpLVtOFT,0,0000,340232,False,https://open.spotify.com/track/7IP72Pw6reOTDZrpLVtOFT,0.531,0.865,1,-3.389,0,0.0536,0.481,0.0,0.22,0.582,79.97
"Barso Re (From ""Guru"")","A.R. Rahman, Shreya Ghoshal, Uday Mazumdar",Best of Bollywood: Shreya Ghoshal,2SrNQXb8bmifWwKxLDWpvy,4U6IfIvfgXRbQTyzkLw1w9,19,2016-07-08,329600,False,https://open.spotify.com/track/4U6IfIvfgXRbQTyzkLw1w9,0.879,0.487,0,-9.441,1,0.15,0.339,0.00029,0.0706,0.337,116.99
"Agar Tum Mil Jao - From ""Zeher""",Shreya Ghoshal,Selfie with Shreya Ghoshal,7zkoUeXxJbzZzaqaUbxzKb,75MWfSADmyPzbi8AtDcGLC,0,2014-05-30,360438,False,https://open.spotify.com/track/75MWfSADmyPzbi8AtDcGLC,0.567,0.793,11,-5.715,0,0.052,0.254,4.24e-05,0.0378,0.395,158.084
"Hai Mera Dil (From ""Josh"")","Alka Yagnik, Udit Narayan",Bollywood Melody Queen (Alka Yagnik),0cPqV7ANsEL2kF0CDBf5Kv,6A5wFryRTfXaihsdLwA31C,44,2016-07-01,250920,False,https://open.spotify.com/track/6A5wFryRTfXaihsdLwA31C,0.64,0.43,5,-11.982,0,0.0331,0.379,1.36e-05,0.17,0.565,89.913
"Tip Tip Barsa Paani (From ""Mohra"")","Udit Narayan, Alka Yagnik",Musical Delight,3XjyKhSvDCgMoLbydS6PPF,1oKo3a7YG86ERB2nlGTzz1,50,2016-07-01,363013,False,https://open.spotify.com/track/1oKo3a7YG86ERB2nlGTzz1,0.602,0.874,5,-8.529,0,0.0377,0.521,0.0313,0.113,0.691,103.198
"Zara Sa Jhoom Loon Main (From ""Dilwale Dulhania Le Jayenge"")","Asha Bhosle, Abhijeet",The Very Best Of Asha Bhosle: The Queen Of Bollywood,3pyoTPsf0Wwcf6oEOA2fuU,2jQmwE0T3jW3wAhwQaS1oR,0,2004,352320,False,https://open.spotify.com/track/2jQmwE0T3jW3wAhwQaS1oR,0.608,0.689,0,-8.29,0,0.0834,0.697,6.21e-05,0.337,0.842,130.654
Neele Neele Ambar Par - Male Version,"Kalyanji-Anandji, Kishore Kumar",Kalaakaar (Original Motion Picture Soundtrack),3438iV4EeQYLyaqvT34AMa,02zPo0Dt0R4TTFY5zLJZnK,61,1983-06-10,320000,False,https://open.spotify.com/track/02zPo0Dt0R4TTFY5zLJZnK,0.562,0.696,0,-7.612,1,0.0397,0.628,0.0,0.172,0.722,93.801
"Yeh Jo Mohabbat Hai - From ""Kati Patang""",Kishore Kumar,Best of Kishore Kumar,5Tgbt7iKQhbeDf7olg9UBz,1huqZqGBPYj8eHWsuofBcz,0,2014-09-28,245040,False,https://open.spotify.com/track/1huqZqGBPYj8eHWsuofBcz,0.414,0.538,5,-11.214,0,0.0593,0.922,0.0009,0.269,0.771,79.639
"O Mere Dil Ke Chain - From ""Mere Jeevan Saathi""",Kishore Kumar,Kabhie To hasaye Kabhi To Rutaye,4XsFa2G4tBeculZUaMdEg9,1Ma2GC0atBtWSFeR6YLqt9,0,1972-03-03,278000,False,https://open.spotify.com/track/1Ma2GC0atBtWSFeR6YLqt9,0.438,0.46,9,-11.431,0,0.0329,0.863,0.0,0.0511,0.488,109.129
"Apni To Jaise Taise - From ""Laawaris""",Kishore Kumar,Meri Awaaz Suno - Kishore Kumar,5ceXSsJsFwA2YcSTZu7c4i,10N2Fe8eJ7D3rznvhyInRe,0,2017-04-25,482873,False,https://open.spotify.com/track/10N2Fe8eJ7D3rznvhyInRe,0.52,0.819,6,-7.526,1,0.103,0.136,8.94e-05,0.0461,0.775,108.322
"Pyar Hua Iqrar Hua - From ""Shree 420""","Manna Dey, Lata Mangeshkar","Legends: Manna Dey - The Maestro, Vol. 1",6l70dLgLSjOy0ktzUMpFso,20nS6xxrVlLblXI1sxWEY3,0,2013-03-05,257593,False,https://open.spotify.com/track/20nS6xxrVlLblXI1sxWEY3,0.468,0.37,8,-11.753,0,0.0363,0.467,7.09e-05,0.0398,0.786,129.34
"Say ""Shava Shava""","Aadesh Shrivastava, Sudesh Bhosle, Alka Yagnik, Sunidhi Chauhan, Amitabh Bachchan, Udit Narayan",Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),5lExQTV6ELzqRgwsqahZoh,7CdABTaND3EW5cETakiBD3,51,2001-11-28,408920,False,https://open.spotify.com/track/7CdABTaND3EW5cETakiBD3,0.665,0.908,2,-4.804,1,0.188,0.0504,0.0,0.0798,0.691,98.808
It's the Time to Disco,"Shankar-Ehsaan-Loy, Vasundhara Das, KK, Shaan, Loy Mendonsa",Kal Ho Naa Ho (Original Motion Picture Soundtrack),6H71erprmvRxnWs3XqC8uE,3hCUkos0NxuSFl73oOHJzb,54,2003-09-20,333093,False,https://open.spotify.com/track/3hCUkos0NxuSFl73oOHJzb,0.902,0.772,6,-8.29,0,0.0383,0.0452,0.000129,0.12,0.808,131.992
"Main Jahaan Rahoon (From ""Namastey London"")",Rahat Fateh Ali Khan,Namastey London,0hv8BPk8EB1zqbhWjRtPWq,26q5bMeoH7C2K3Xye5QKnH,0,2007-01-27,382493,False,https://open.spotify.com/track/26q5bMeoH7C2K3Xye5QKnH,0.584,0.556,5,-8.98,1,0.0514,0.362,2.9e-05,0.13,0.517,103.739
"Second Hand Jawaani (From ""Cocktail"")","Miss Pooja, Neha Kakkar, Nakash Aziz, Pritam",Tanu Likes,5IOm3lgSvakmS0Xw6Viqrl,5IXPynQCpQ9nG4zX5LnSyC,0,2015-03-23,242377,False,https://open.spotify.com/track/5IXPynQCpQ9nG4zX5LnSyC,0.809,0.831,5,-4.043,0,0.06,0.0162,0.00276,0.0534,0.83,112.016
"Surili Akhiyon Wale (From ""Veer"")","Rahat Fateh Ali Khan, Suzanne D'Mello",Manu Loves,6YanyvYLvOcKkKMliqnBWG,0nczommzVy2b4xOf2RdwZc,0,2015-03-23,331758,False,https://open.spotify.com/track/0nczommzVy2b4xOf2RdwZc,0.514,0.574,4,-5.788,1,0.0312,0.402,0.0,0.0965,0.4,75.89
"Pani Da Rang Male (From ""Vicky Donor"")",Ayushmann Khurrana,Manu Loves,6YanyvYLvOcKkKMliqnBWG,2tTDgy3nJNvZ6kRZYhhaM3,0,2015-03-23,240787,False,https://open.spotify.com/track/2tTDgy3nJNvZ6kRZYhhaM3,0.679,0.622,4,-8.514,0,0.0328,0.272,6.52e-05,0.106,0.483,98.028
"Tum Hi Ho Bandhu (From ""Cocktail"")","Neeraj Shridhar, Kavita Seth, Pritam",Cocktail,1qjwdeyTfXBI0ROsHhJ0ui,2zZTXtLqCsICzEcztKjn47,0,2012-06-12,282012,False,https://open.spotify.com/track/2zZTXtLqCsICzEcztKjn47,0.714,0.892,11,-5.342,0,0.0516,0.00145,0.000817,0.0462,0.899,134.997
"Enna Sona (From ""OK Jaanu"")","A.R. Rahman, Arijit Singh","Enna Sona (From ""OK Jaanu"")",5gs1aXFfp7NOeASaSEt1wX,1Wf5q34m4hTnAxCljiAonb,49,2017-01-04,213632,False,https://open.spotify.com/track/1Wf5q34m4hTnAxCljiAonb,0.717,0.415,7,-9.875,0,0.0302,0.637,1.43e-06,0.0976,0.379,100.021
"Pehli Nazar Mein (From ""Race"")",Atif Aslam,Atif Hit Story,1YT6DyKcT27OAn7z7OBTYC,4NIXPuh2dHdOdbAQbCsD7q,0,2013-03-05,313320,False,https://open.spotify.com/track/4NIXPuh2dHdOdbAQbCsD7q,0.458,0.569,9,-5.59,1,0.0839,0.25,0.0,0.106,0.663,126.999
Sab Tera,"Shraddha Kapoor, Armaan Malik",Best of Bollywood March,2Heu2O2CZqMgyPnzPFm6Nm,42JOceuwqmJ4AGj3ZSA7bS,0,2017-04-12,228153,False,https://open.spotify.com/track/42JOceuwqmJ4AGj3ZSA7bS,0.501,0.649,7,-5.972,1,0.0337,0.633,0.0,0.154,0.472,159.817
Galliyan,Ankit Tiwari,Best of Bollywood March,2Heu2O2CZqMgyPnzPFm6Nm,4ydGb4dUaW3SUwtfs4TwWR,0,2017-04-12,341081,False,https://open.spotify.com/track/4ydGb4dUaW3SUwtfs4TwWR,0.442,0.716,1,-6.3,1,0.047,0.468,5.81e-05,0.452,0.387,89.869
Sun Mere Humsafar,"Akhil Badrinath, Ki Dulhania",Sun Mere Humsafar,2nUfWaR1wlRUpzEt0Ak6lK,6pleY3ecU1WCzPj8m8eIvM,0,2017-03-15,268539,False,https://open.spotify.com/track/6pleY3ecU1WCzPj8m8eIvM,0.493,0.533,7,-6.549,1,0.0276,0.745,0.0,0.132,0.246,95.044
Kya Usey Behkana,"Arijit Singh, Harshdeep Kaur",Kya Usey Behkana,0oLqZJ6mT5dEO1B1ijffzf,6FgzWELiOQ0w3d0uUEH2DN,0,2017-02-28,299520,False,https://open.spotify.com/track/6FgzWELiOQ0w3d0uUEH2DN,0.69,0.88,9,-4.229,1,0.128,0.255,0.0,0.0885,0.609,90.003
Hua Hain Aaj Pehli Baar,Amaal Mallik,Best of Bollywood March,2Heu2O2CZqMgyPnzPFm6Nm,6XFhZ3hQ4ssB0Qt8zx3B33,0,2017-04-12,309003,False,https://open.spotify.com/track/6XFhZ3hQ4ssB0Qt8zx3B33,0.567,0.705,6,-8.049,0,0.0867,0.588,2.22e-05,0.102,0.633,156.064
"Judaai (From ""Badlapur)","Rekha Bhardwaj, Arijit Singh",Badlapur (Original Motion Picture Soundtrack),4zajT94baohLJbTI5TYydM,1eZ9Kq8voa1bnJi3dZD8M1,0,2015-02-12,271379,False,https://open.spotify.com/track/1eZ9Kq8voa1bnJi3dZD8M1,0.343,0.373,7,-9.363,0,0.0607,0.745,1.2e-05,0.14,0.252,92.957
"Chingari Koi Bhadke - From ""Amar Prem""",Kishore Kumar,Meri Awaaz Suno - Kishore Kumar,5ceXSsJsFwA2YcSTZu7c4i,2WrKXLEu70raCsgQvP1tcd,0,2017-04-25,319594,False,https://open.spotify.com/track/2WrKXLEu70raCsgQvP1tcd,0.513,0.384,7,-8.773,1,0.027,0.708,2.86e-06,0.13,0.265,91.265
"Mere Samnewali Khidki Mein - Happy - From ""Padosan""",Kishore Kumar,Meri Awaaz Suno - Kishore Kumar,5ceXSsJsFwA2YcSTZu7c4i,7hHNdrKYcT77uZCmF5JkUM,0,2017-04-25,172173,False,https://open.spotify.com/track/7hHNdrKYcT77uZCmF5JkUM,0.705,0.591,7,-9.549,0,0.217,0.839,0.000476,0.0968,0.768,139.782
"Pyar Diwana Hota Hai - From ""Kati Patang""",Kishore Kumar,Meri Awaaz Suno - Kishore Kumar,5ceXSsJsFwA2YcSTZu7c4i,2Q4HwpksnKHf2DwTr8f9hH,0,2017-04-25,284134,False,https://open.spotify.com/track/2Q4HwpksnKHf2DwTr8f9hH,0.551,0.597,5,-9.827,1,0.0405,0.661,0.0,0.355,0.84,123.637
"Aanewala Pal Janewala Hai - From ""Golmaal""",Kishore Kumar,Meri Awaaz Suno - Kishore Kumar,5ceXSsJsFwA2YcSTZu7c4i,4pVBhEd3fhwc5QeC9SHQzf,0,2017-04-25,279386,False,https://open.spotify.com/track/4pVBhEd3fhwc5QeC9SHQzf,0.473,0.575,5,-7.958,1,0.0295,0.755,0.0031,0.179,0.593,107.176
"Chala Jata Hoon - From ""Mere Jeevan Saathi""",Kishore Kumar,Meri Awaaz Suno - Kishore Kumar,5ceXSsJsFwA2YcSTZu7c4i,0sIXoPkHLKbpKhWYl5HNZl,0,2017-04-25,269552,False,https://open.spotify.com/track/0sIXoPkHLKbpKhWYl5HNZl,0.544,0.467,4,-7.403,1,0.032,0.911,3.01e-06,0.446,0.864,107.688
"Dekha Na Haye Re - From ""Bombay to Goa""",Kishore Kumar,Meri Awaaz Suno - Kishore Kumar,5ceXSsJsFwA2YcSTZu7c4i,2sHGZ7rYv3tDJw7cRE1Taa,0,2017-04-25,252861,False,https://open.spotify.com/track/2sHGZ7rYv3tDJw7cRE1Taa,0.536,0.763,5,-5.384,1,0.063,0.856,0.0,0.117,0.814,133.275
"Dream Girl - From ""Dream Girl""",Kishore Kumar,Meri Awaaz Suno - Kishore Kumar,5ceXSsJsFwA2YcSTZu7c4i,2xAM6DLSYIHJay58Dxocr1,0,2017-04-25,357573,False,https://open.spotify.com/track/2xAM6DLSYIHJay58Dxocr1,0.491,0.397,10,-12.736,1,0.0395,0.854,1.1e-05,0.222,0.648,125.228
"Khaike Paan Banaras Wala - From ""Don""",Kishore Kumar,Meri Awaaz Suno - Kishore Kumar,5ceXSsJsFwA2YcSTZu7c4i,0Wdmg2iZfbdp4lUNFUfarz,0,2017-04-25,237200,False,https://open.spotify.com/track/0Wdmg2iZfbdp4lUNFUfarz,0.611,0.544,3,-10.821,0,0.2,0.742,0.0,0.197,0.905,141.209
"Eena Meena Deeka - From ""Aasha""",Kishore Kumar,Meri Awaaz Suno - Kishore Kumar,5ceXSsJsFwA2YcSTZu7c4i,4ZohKafbxhqtk7sjsB0870,0,2017-04-25,209533,False,https://open.spotify.com/track/4ZohKafbxhqtk7sjsB0870,0.803,0.625,6,-8.258,1,0.408,0.768,4.7e-05,0.191,0.962,106.434
"Ek Ladki Bheegi Bhagi Si - From ""Chalti Ka Naam Gaadi""",Kishore Kumar,Meri Awaaz Suno - Kishore Kumar,5ceXSsJsFwA2YcSTZu7c4i,6heMkBTbKEwXlsvPwZIRYh,0,2017-04-25,236800,False,https://open.spotify.com/track/6heMkBTbKEwXlsvPwZIRYh,0.563,0.455,4,-7.01,0,0.0551,0.808,0.0,0.154,0.892,120.784
"Mana Janab Ne Pukara Nahin - From ""Paying Guest""",Kishore Kumar,Meri Awaaz Suno - Kishore Kumar,5ceXSsJsFwA2YcSTZu7c4i,2edpEdj3uluOUAqGhJRcxa,0,2017-04-25,247194,False,https://open.spotify.com/track/2edpEdj3uluOUAqGhJRcxa,0.685,0.503,6,-6.136,0,0.0435,0.879,2.47e-05,0.396,0.863,122.048
"Yeh Sham Mastani - From ""Kati Patang""",Kishore Kumar,Vintage King: Rajesh Khanna,6EDMaZarKow4xHBJK0EKgJ,2jbZvCWfKXbwq98CUDG8lV,0,2015-06-23,277027,False,https://open.spotify.com/track/2jbZvCWfKXbwq98CUDG8lV,0.42,0.494,6,-10.997,1,0.034,0.886,0.0,0.336,0.555,116.04
Sadka,"Vishal-Shekhar, Suraj Jagan, Mahalakshmi Iyer",I Hate Luv Storys (Original Motion Picture Soundtrack),4SPHfSWibeoFCSdR4vd5QL,4dPeCbg2Op44s9kwyMS3ZT,50,2010-05-25,343587,False,https://open.spotify.com/track/4dPeCbg2Op44s9kwyMS3ZT,0.678,0.547,7,-6.89,1,0.0286,0.232,0.000176,0.0785,0.579,143.892
Jab Mila Tu,"Vishal-Shekhar, Vishal Dadlani",I Hate Luv Storys (Original Motion Picture Soundtrack),4SPHfSWibeoFCSdR4vd5QL,6Sp7azay1NZU4wxlFacWCl,49,2010-05-25,251853,False,https://open.spotify.com/track/6Sp7azay1NZU4wxlFacWCl,0.626,0.561,9,-6.644,0,0.0304,0.0482,0.0,0.304,0.794,167.916
Ishq Wala Love,"Vishal-Shekhar, Salim Merchant, Neeti Mohan, Shekhar Ravjiani",Student of the Year (Original Motion Picture Soundtrack),1Q9pYTcpVfz0eJTZZczELy,1hQia6rxgfM1ly2hE3StWp,66,2012-08-31,257973,False,https://open.spotify.com/track/1hQia6rxgfM1ly2hE3StWp,0.711,0.295,0,-12.377,0,0.0334,0.534,4.51e-05,0.0782,0.694,135.041
"Sapna Jahan (From ""Brothers"")","Ajay-Atul, Sonu Nigam, Neeti Mohan","Sapna Jahan (From ""Brothers"")",4kTUCS1HWZ7YjjbKofxUuz,6uQkoo1UGWThtEpNEYc6Ga,59,2015-07-24,341780,False,https://open.spotify.com/track/6uQkoo1UGWThtEpNEYc6Ga,0.471,0.329,0,-11.958,0,0.0312,0.78,0.0021,0.117,0.144,126.107
"Naach Meri Jaan (From ""Tubelight"")","Pritam, Kamaal Khan, Nakash Aziz, Dev Negi, TUSHAR JOSHI","Naach Meri Jaan (From ""Tubelight"")",1G368bg88q60FSnZzO8zSG,58xfjvVVP0mTXUW7akq2EL,19,2017-06-01,287273,False,https://open.spotify.com/track/58xfjvVVP0mTXUW7akq2EL,0.627,0.939,4,-3.041,1,0.179,0.415,1.67e-06,0.182,0.92,198.106
Jai Ho! (You Are My Destiny),"A.R. Rahman, The Pussycat Dolls, Nicole Scherzinger",Jai Ho! (You Are My Destiny),1oMuVetdRIXCSOp2OgcIu5,7Kpqjspw4Y7HrvItIRcBiW,59,2009-01-01,222400,False,https://open.spotify.com/track/7Kpqjspw4Y7HrvItIRcBiW,0.657,0.941,8,-3.919,0,0.061,0.0476,0.0,0.0797,0.879,136.202
"Dance Basanti (From ""Ungli"")","Sachin-Jigar, Vishal Dadlani, Anushka Manchanda",#Hashmania (Emraan Hashmi's Biggest Hits!),2UaUq5p9m2w2xkUCcpSq0R,2SITaMaPE9Lc6Lodz4ACsH,23,2015-05-07,223992,False,https://open.spotify.com/track/2SITaMaPE9Lc6Lodz4ACsH,0.833,0.74,6,-4.513,0,0.129,0.166,2.74e-06,0.363,0.804,103.035
Kabhi Khushi Kabhie Gham,"Jatin-Lalit, Lata Mangeshkar",Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),5lExQTV6ELzqRgwsqahZoh,0eGtFJBfYUKF2CvNZJEu3M,49,2001-11-28,471947,False,https://open.spotify.com/track/0eGtFJBfYUKF2CvNZJEu3M,0.451,0.763,1,-5.911,1,0.106,0.524,0.000198,0.127,0.663,92.266
Luka Chuppi,"A.R. Rahman, Lata Mangeshkar",Rang De Basanti (Original Motion Picture Soundtrack),0NKNDn80mhKn4Xi6nHrsqQ,500H9ENeR5AYbKU1ScK6ME,60,2005-12-04,396507,False,https://open.spotify.com/track/500H9ENeR5AYbKU1ScK6ME,0.601,0.441,4,-8.946,1,0.0285,0.645,1.08e-06,0.0986,0.202,103.862
Radha Kaise Na Jale,"A.R. Rahman, Asha Bhosle, Udit Narayan, Vaishali Samant",Lagaan (Original Motion Picture Soundtrack),1emmJiAJRnSYETup4o1UsM,0wnLMEOQlyW3Es1ag0HMVV,58,2001-04-03,334707,False,https://open.spotify.com/track/0wnLMEOQlyW3Es1ag0HMVV,0.729,0.505,7,-9.236,1,0.323,0.229,0.0,0.0975,0.723,148.435
"Chura Liya Hai Tumne Jo Dil Ko - From ""Yaadon Ki Baaraat""","Asha Bhosle, Mohammed Rafi","Legends: Asha Bhosle - The Enchantress, Vol. 4",3Nij23m2VFwZQRcGOxjwzz,4Nhuz2meLgc4Wgq2mQtubK,0,2013-03-05,287840,False,https://open.spotify.com/track/4Nhuz2meLgc4Wgq2mQtubK,0.559,0.318,9,-11.106,0,0.0317,0.857,1.88e-06,0.11,0.684,80.242
Mitwa,"Shankar-Ehsaan-Loy, Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali",Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),4hYTERVUXY74XJdm8tyXBV,4BTPzhEsyW3blWcxcuhLM0,65,2006-06-08,382973,False,https://open.spotify.com/track/4BTPzhEsyW3blWcxcuhLM0,0.63,0.63,4,-7.525,1,0.0364,0.295,1.26e-05,0.0934,0.517,107.103
Maa Tujhe Salaam,A.R. Rahman,Vande Mataram,7zFbzmYGeZeIoplDTADF0Z,3aozKh1z4SSZXAm7TpcXtk,42,1997-09-26,374667,False,https://open.spotify.com/track/3aozKh1z4SSZXAm7TpcXtk,0.708,0.526,10,-11.187,1,0.0314,0.14,0.00137,0.105,0.389,127.494
Rang De Basanti,"A.R. Rahman, Daler Mehndi, K. S. Chithra",Rang De Basanti (Original Motion Picture Soundtrack),0NKNDn80mhKn4Xi6nHrsqQ,1SdFBc40uBU5Pqylo05VIC,46,2005-12-04,363800,False,https://open.spotify.com/track/1SdFBc40uBU5Pqylo05VIC,0.848,0.925,7,-6.161,1,0.0767,0.054,0.104,0.209,0.69,105.006
